,dataset_index,machine,shot
10981,8620,east,56540
10982,20548,cmod,1150722001
10983,21974,cmod,1160728006
10984,428,d3d,157236
10985,14858,east,72695
10986,2581,d3d,161626
10987,14122,east,70927
10988,20201,cmod,1150514007
10989,14642,east,71704
10990,8653,east,56587
10991,91,d3d,156564
10992,6301,d3d,173381
10993,13562,east,69962
10994,18067,east,79833
10995,1179,d3d,158888
10996,11369,east,64856
10997,9556,east,61542
10998,1927,d3d,160475
10999,488,d3d,157399
11000,9531,east,61494
11001,5517,d3d,170403
11002,5983,d3d,171946
11003,16860,east,76863
11004,3005,d3d,163119
11005,5881,d3d,171542
11006,18753,east,81035
11007,3831,d3d,165297
11008,275,d3d,156893
11009,8088,east,55569
11010,1175,d3d,158884
11011,15169,east,73157
11012,12569,east,67559
11013,13912,east,70522
11014,4961,d3d,168829
11015,1095,d3d,158695
11016,19891,cmod,1140723010
11017,10082,east,62646
11018,52,d3d,156474
11019,21219,cmod,1160414004
11020,1658,d3d,160006
11021,10066,east,62630
11022,13899,east,70507
11023,10849,east,64059
11024,1384,d3d,159300
11025,3729,d3d,165036
11026,15232,east,73252
11027,7789,d3d,176987
11028,20923,cmod,1150903025
11029,2719,d3d,162501
11030,17278,east,77671
11031,12032,east,66627
11032,5671,d3d,170808
11033,5556,d3d,170456
11034,11637,east,65813
11035,12590,east,67594
11036,15237,east,73257
11037,7102,d3d,175438
11038,3319,d3d,164079
11039,13235,east,69264
11040,2529,d3d,161552
11041,16772,east,76522
11042,13633,east,70054
11043,3338,d3d,164108
11044,21429,cmod,1160505015
11045,887,d3d,158306
11046,8525,east,56338
11047,20656,cmod,1150730025
11048,174,d3d,156738
11049,9843,east,62339
11050,14265,east,71123
11051,20207,cmod,1150514014
11052,16410,east,75141
11053,13669,east,70119
11054,3564,d3d,164649
11055,7597,d3d,176495
11056,12424,east,67337
11057,8659,east,56594
11058,6438,d3d,173888
11059,18907,east,81268
11060,20060,cmod,1140807015
11061,6897,d3d,174931
11062,18397,east,80417
11063,19976,cmod,1140731021
11064,197,d3d,156776
11065,2912,d3d,162974
11066,4345,d3d,166535
11067,5890,d3d,171560
11068,17918,east,79581
11069,17382,east,78492
11070,3208,d3d,163520
11071,17968,east,79676
11072,14863,east,72701
11073,17898,east,79546
11074,7391,d3d,175989
11075,13123,east,69086
11076,10067,east,62631
11077,9323,east,60055
11078,20743,cmod,1150812017
11079,10435,east,63419
11080,19890,cmod,1140723009
11081,21214,cmod,1160413035
11082,15158,east,73137
11083,18259,east,80188
11084,4548,d3d,166951
11085,15458,east,73651
11086,9966,east,62498
11087,13158,east,69150
11088,11975,east,66555
11089,20903,cmod,1150902025
11090,9360,east,60166
11091,19370,cmod,1120907022
11092,8906,east,56973
11093,6862,d3d,174879
11094,4178,d3d,166143
11095,16570,east,75362
11096,21501,cmod,1160517001
11097,16386,east,75113
11098,11763,east,66146
11099,14195,east,71018
11100,15334,east,73436
11101,4686,d3d,167358
11102,6011,d3d,171982
11103,21779,cmod,1160630013
11104,9089,east,57399
11105,10641,east,63719
11106,976,d3d,158473
11107,7251,d3d,175731
11108,15946,east,74507
11109,19984,cmod,1140731029
11110,2224,d3d,161064
11111,11420,east,64919
11112,8590,east,56461
11113,10524,east,63542
11114,19855,cmod,1140715009
11115,16391,east,75118
11116,14842,east,72653
11117,15065,east,73018
11118,14493,east,71489
11119,15501,east,73701
11120,8350,east,55998
11121,20522,cmod,1150717015
11122,8262,east,55839
11123,17967,east,79675
11124,16454,east,75208
11125,6523,d3d,174108
11126,18630,east,80782
11127,1173,d3d,158835
11128,15598,east,73849
11129,6898,d3d,174932
11130,21184,cmod,1160412007
11131,3915,d3d,165466
11132,5659,d3d,170792
11133,21522,cmod,1160518019
11134,8206,east,55733
11135,11013,east,64331
11136,9482,east,61336
11137,16302,east,75001
11138,16104,east,74720
11139,895,d3d,158314
11140,13945,east,70581
11141,17158,east,77481
11142,14441,east,71427
11143,13176,east,69171
11144,19166,east,81658
11145,10191,east,62793
11146,5964,d3d,171924
11147,9291,east,59958
11148,18412,east,80438
11149,18713,east,80960
11150,10247,east,62870
11151,10608,east,63649
11152,14492,east,71488
11153,234,d3d,156842
11154,9844,east,62340
11155,20551,cmod,1150722005
11156,14696,east,72210
11157,6790,d3d,174740
11158,1481,d3d,159451
11159,12860,east,68412
11160,9841,east,62337
11161,5992,d3d,171961
11162,11659,east,65856
11163,13618,east,70039
11164,13052,east,68935
11165,20281,cmod,1150604015
11166,4186,d3d,166158
11167,10991,east,64305
11168,7491,d3d,176237
11169,19685,cmod,1140613001
11170,20304,cmod,1150612017
11171,2365,d3d,161283
11172,11934,east,66509
11173,15386,east,73518
11174,3839,d3d,165307
11175,16665,east,75529
11176,4168,d3d,166129
11177,12436,east,67378
11178,13437,east,69686
11179,16691,east,75558
11180,9238,east,59635
11181,20457,cmod,1150709025
11182,12494,east,67455
11183,5138,d3d,169471
11184,21483,cmod,1160512010
11185,1294,d3d,159118
11186,2712,d3d,162415
11187,10757,east,63887
11188,11032,east,64355
11189,16555,east,75337
11190,10092,east,62657
11191,4122,d3d,166062
11192,6846,d3d,174861
11193,2021,d3d,160670
11194,20437,cmod,1150708017
11195,6249,d3d,173232
11196,5326,d3d,170046
11197,3306,d3d,164062
11198,16672,east,75536
11199,19894,cmod,1140723014
11200,5017,d3d,169061
11201,5514,d3d,170397
11202,22026,cmod,1160804007
11203,17862,east,79484
11204,12600,east,67604
11205,11471,east,64986
11206,16029,east,74618
11207,8944,east,57048
11208,11590,east,65590
11209,21679,cmod,1160620002
11210,4789,d3d,167487
11211,1582,d3d,159665
11212,10144,east,62734
11213,2241,d3d,161094
11214,21599,cmod,1160608017
11215,7086,d3d,175355
11216,1228,d3d,158954
11217,10464,east,63462
11218,13538,east,69934
11219,15249,east,73282
11220,20962,cmod,1150916007
11221,17216,east,77593
11222,21479,cmod,1160512006
11223,20017,cmod,1140801027
11224,20738,cmod,1150811018
11225,15364,east,73496
11226,14503,east,71505
11227,2866,d3d,162908
11228,6986,d3d,175167
11229,14622,east,71679
11230,13198,east,69201
11231,17819,east,79354
11232,4978,d3d,168915
11233,13755,east,70242
11234,22091,cmod,1160809026
11235,11216,east,64601
11236,20185,cmod,1150513004
11237,14338,east,71220
11238,9977,east,62515
11239,20632,cmod,1150729012
11240,16715,east,75600
11241,8426,east,56125
11242,4299,d3d,166454
11243,1131,d3d,158770
11244,13794,east,70371
11245,6174,d3d,172537
11246,14797,east,72429
11247,203,d3d,156785
11248,13832,east,70414
11249,20470,cmod,1150714009
11250,14525,east,71536
11251,15470,east,73663
11252,5384,d3d,170160
11253,9497,east,61415
11254,13009,east,68868
11255,12799,east,67896
11256,15488,east,73688
11257,17627,east,78908
11258,7977,east,55364
11259,3461,d3d,164365
11260,16739,east,75631
11261,10346,east,63238
11262,7845,east,55059
11263,11564,east,65137
11264,9739,east,62202
11265,13577,east,69978
11266,1983,d3d,160570
11267,16493,east,75262
11268,2395,d3d,161354
11269,12049,east,66653
11270,13458,east,69710
11271,20480,cmod,1150714021
11272,13350,east,69565
11273,13671,east,70132
11274,10239,east,62859
11275,17645,east,78931
11276,1870,d3d,160371
11277,19444,cmod,1140225001
11278,22429,cmod,1160920030
11279,21530,cmod,1160518027
11280,8360,east,56013
11281,1470,d3d,159431
11282,3902,d3d,165449
11283,11876,east,66428
11284,12440,east,67382
11285,15040,east,72973
11286,13500,east,69816
11287,2625,d3d,162212
11288,12510,east,67474
11289,12312,east,67165
11290,19121,east,81566
11291,10376,east,63303
11292,8703,east,56667
11293,17810,east,79341
11294,7138,d3d,175507
11295,15161,east,73148
11296,6001,d3d,171970
11297,1554,d3d,159614
11298,18273,east,80221
11299,18373,east,80383
11300,1968,d3d,160546
11301,22524,cmod,1160929008
11302,6717,d3d,174610
11303,14280,east,71140
11304,6603,d3d,174249
11305,15568,east,73813
11306,19775,cmod,1140701017
11307,2840,d3d,162866
11308,21733,cmod,1160628012
11309,1970,d3d,160553
11310,5329,d3d,170049
11311,13477,east,69738
11312,21329,cmod,1160422013
11313,9611,east,61717
11314,4028,d3d,165862
11315,11723,east,66003
11316,14604,east,71659
11317,2825,d3d,162795
11318,17522,east,78729
11319,3211,d3d,163525
11320,11759,east,66115
11321,18206,east,80106
11322,1414,d3d,159351
11323,8415,east,56094
11324,12593,east,67597
11325,13091,east,69017
11326,13011,east,68871
11327,12080,east,66698
11328,17830,east,79401
11329,7604,d3d,176502
11330,17471,east,78641
11331,9003,east,57208
11332,8852,east,56899
11333,767,d3d,158035
11334,3670,d3d,164898
11335,11473,east,64988
11336,12071,east,66684
11337,18267,east,80200
11338,2188,d3d,161012
11339,4870,d3d,167608
11340,21960,cmod,1160725026
11341,8057,east,55512
11342,7645,d3d,176688
11343,5605,d3d,170617
11344,1283,d3d,159018
11345,11054,east,64389
11346,8621,east,56541
11347,22294,cmod,1160831021
11348,13692,east,70160
11349,16812,east,76702
11350,19237,cmod,1120221003
11351,8640,east,56573
11352,1031,d3d,158597
11353,12874,east,68455
11354,3270,d3d,163796
11355,4587,d3d,167232
11356,17100,east,77384
11357,16818,east,76727
11358,10851,east,64063
11359,20705,cmod,1150807009
11360,7333,d3d,175907
11361,2936,d3d,162998
11362,18438,east,80494
11363,14770,east,72389
11364,15691,east,73982
11365,9883,east,62390
11366,237,d3d,156845
11367,8970,east,57123
11368,4328,d3d,166515
11369,10383,east,63316
11370,7719,d3d,176868
11371,10318,east,63096
11372,12175,east,66970
11373,10838,east,64037
11374,10137,east,62726
11375,4589,d3d,167234
11376,6559,d3d,174173
11377,8274,east,55854
11378,19081,east,81490
11379,14631,east,71690
11380,17682,east,79052
11381,20261,cmod,1150529018
11382,83,d3d,156554
11383,17373,east,78483
11384,20510,cmod,1150716019
11385,17791,east,79288
11386,21951,cmod,1160725009
11387,2197,d3d,161028
11388,4272,d3d,166419
11389,19391,cmod,1120927014
11390,1425,d3d,159366
11391,8589,east,56460
11392,11482,east,64997
11393,6856,d3d,174872
11394,4510,d3d,166891
11395,13637,east,70058
11396,281,d3d,156900
11397,5449,d3d,170289
11398,19706,cmod,1140617017
11399,17440,east,78602
11400,8820,east,56845
11401,12685,east,67722
11402,15064,east,73017
11403,16632,east,75490
11404,2475,d3d,161479
11405,11361,east,64835
11406,7915,east,55275
11407,200,d3d,156780
11408,11883,east,66445
11409,2572,d3d,161611
11410,7407,d3d,176015
11411,7375,d3d,175967
11412,4483,d3d,166847
11413,4013,d3d,165768
11414,6794,d3d,174746
11415,6234,d3d,173198
11416,10436,east,63420
11417,16754,east,75649
11418,11520,east,65057
11419,9096,east,57406
11420,3172,d3d,163477
11421,4542,d3d,166943
11422,8201,east,55725
11423,42,d3d,156424
11424,12300,east,67148
11425,6035,d3d,172097
11426,22440,cmod,1160921016
11427,19238,cmod,1120221007
11428,16457,east,75217
11429,11621,east,65750
11430,9290,east,59957
11431,19583,cmod,1140514017
11432,18471,east,80536
11433,15143,east,73110
11434,17987,east,79710
11435,4226,d3d,166322
11436,5070,d3d,169322
11437,3638,d3d,164836
11438,16866,east,76872
11439,15107,east,73070
11440,7114,d3d,175476
11441,3842,d3d,165311
11442,2297,d3d,161171
11443,17046,east,77261
11444,8663,east,56599
11445,13759,east,70246
11446,14270,east,71128
11447,14846,east,72681
11448,13141,east,69113
11449,22021,cmod,1160804002
11450,7851,east,55185
11451,632,d3d,157734
11452,12002,east,66596
11453,15238,east,73258
11454,7447,d3d,176073
11455,16488,east,75257
11456,22061,cmod,1160805013
11457,7218,d3d,175651
11458,12928,east,68736
11459,17313,east,77722
11460,19228,cmod,1120214008
11461,10903,east,64146
11462,11264,east,64677
11463,6423,d3d,173852
11464,11490,east,65008
11465,8341,east,55985
11466,8456,east,56202
11467,16155,east,74828
11468,15416,east,73580
11469,17619,east,78875
11470,4969,d3d,168851
11471,1157,d3d,158819
11472,6928,d3d,175000
11473,19877,cmod,1140722011
11474,6841,d3d,174856
11475,8981,east,57149
11476,5654,d3d,170781
11477,21189,cmod,1160412028
11478,9037,east,57317
11479,12914,east,68693
11480,19282,cmod,1120705019
11481,17798,east,79302
11482,303,d3d,156928
11483,16881,east,76907
11484,7700,d3d,176807
11485,17099,east,77383
11486,6894,d3d,174928
11487,12586,east,67590
11488,13648,east,70088
11489,10123,east,62706
11490,15848,east,74344
11491,12879,east,68461
11492,2946,d3d,163021
11493,13231,east,69257
11494,14452,east,71438
11495,20252,cmod,1150527021
11496,3875,d3d,165410
11497,12503,east,67467
11498,5301,d3d,169994
11499,10836,east,64035
11500,6099,d3d,172402
11501,16332,east,75036
11502,14242,east,71085
11503,7965,east,55349
11504,19446,cmod,1140225003
11505,3752,d3d,165071
11506,1213,d3d,158933
11507,19341,cmod,1120829024
11508,15818,east,74188
11509,13569,east,69970
11510,21907,cmod,1160720005
11511,9827,east,62323
11512,9677,east,62090
11513,11501,east,65024
11514,14857,east,72694
11515,18993,east,81376
11516,7705,d3d,176813
11517,1996,d3d,160585
11518,16216,east,74894
11519,12031,east,66626
11520,10116,east,62696
11521,17956,east,79660
11522,16296,east,74987
11523,15737,east,74058
11524,8537,east,56355
11525,16678,east,75544
11526,21903,cmod,1160718018
11527,9846,east,62342
11528,13006,east,68863
11529,20232,cmod,1150522006
11530,3386,d3d,164216
11531,17244,east,77632
11532,6200,d3d,173049
11533,11686,east,65928
11534,5386,d3d,170165
11535,19589,cmod,1140514023
11536,8285,east,55899
11537,11026,east,64347
11538,13702,east,70170
11539,7785,d3d,176978
11540,14236,east,71077
11541,2031,d3d,160685
11542,8736,east,56722
11543,11415,east,64913
11544,1725,d3d,160113
11545,18245,east,80162
11546,2307,d3d,161196
11547,20947,cmod,1150904025
11548,18278,east,80234
11549,10698,east,63796
11550,21904,cmod,1160718022
11551,18124,east,79942
11552,1317,d3d,159172
11553,6250,d3d,173233
11554,22252,cmod,1160826022
11555,6505,d3d,174083
11556,22381,cmod,1160914024
11557,16730,east,75617
11558,6679,d3d,174519
11559,9292,east,59962
11560,20155,cmod,1150508004
11561,18776,east,81067
11562,5346,d3d,170076
11563,13850,east,70449
11564,21064,cmod,1150928015
11565,18948,east,81317
11566,8602,east,56497
11567,10392,east,63327
11568,4280,d3d,166434
11569,20221,cmod,1150515002
11570,18680,east,80909
11571,11754,east,66104
11572,8656,east,56591
11573,12154,east,66934
11574,17225,east,77603
11575,11434,east,64942
11576,14658,east,71729
11577,6257,d3d,173244
11578,11313,east,64757
11579,4278,d3d,166432
11580,16522,east,75292
11581,9567,east,61588
11582,941,d3d,158406
11583,7760,d3d,176935
11584,21612,cmod,1160609020
11585,11418,east,64916
11586,21119,cmod,1151001009
11587,2678,d3d,162311
11588,11576,east,65152
11589,11223,east,64609
11590,4349,d3d,166539
11591,15129,east,73094
11592,8123,east,55615
11593,1650,d3d,159994
11594,17115,east,77410
11595,15875,east,74392
11596,13456,east,69708
11597,22349,cmod,1160913006
11598,22323,cmod,1160908017
11599,9774,east,62252
11600,18313,east,80276
11601,8919,east,57014
11602,4617,d3d,167266
11603,68,d3d,156514
11604,6411,d3d,173817
11605,18441,east,80498
11606,9247,east,59743
11607,9382,east,60210
11608,18940,east,81309
11609,3276,d3d,163808
11610,18883,east,81243
11611,19046,east,81445
11612,8874,east,56931
11613,11017,east,64335
11614,11941,east,66517
11615,20996,cmod,1150922001
11616,6930,d3d,175003
11617,10817,east,63985
11618,13115,east,69054
11619,19472,cmod,1140227010
11620,15686,east,73976
11621,12834,east,67942
11622,16668,east,75532
11623,15266,east,73305
11624,17301,east,77710
11625,7287,d3d,175828
11626,12165,east,66959
11627,7306,d3d,175861
11628,3768,d3d,165096
11629,11959,east,66537
11630,19747,cmod,1140625012
11631,6864,d3d,174881
11632,5568,d3d,170553
11633,21775,cmod,1160630009
11634,18620,east,80769
11635,2177,d3d,160999
11636,7328,d3d,175901
11637,3943,d3d,165500
11638,6430,d3d,173862
11639,17936,east,79620
11640,15992,east,74563
11641,12260,east,67095
11642,10949,east,64243
11643,10750,east,63873
11644,75,d3d,156543
11645,4233,d3d,166329
11646,10676,east,63774
11647,12975,east,68820
11648,910,d3d,158346
11649,22246,cmod,1160826016
11650,8664,east,56600
11651,21940,cmod,1160722006
11652,9182,east,59352
11653,201,d3d,156781
11654,3127,d3d,163333
11655,18060,east,79825
11656,15758,east,74097
11657,1271,d3d,159006
11658,3731,d3d,165038
11659,17282,east,77676
11660,7903,east,55263
11661,18353,east,80355
11662,5581,d3d,170591
11663,5088,d3d,169350
11664,6260,d3d,173253
11665,18022,east,79776
11666,175,d3d,156739
11667,14544,east,71559
11668,5068,d3d,169309
11669,16168,east,74841
11670,22227,cmod,1160825023
11671,8273,east,55852
11672,13881,east,70483
11673,18477,east,80549
11674,539,d3d,157502
11675,16264,east,74954
11676,20502,cmod,1150716009
11677,8112,east,55602
11678,10398,east,63343
11679,17177,east,77519
11680,18351,east,80352
11681,10050,east,62603
11682,2766,d3d,162714
11683,6262,d3d,173261
11684,1395,d3d,159311
11685,6560,d3d,174174
11686,21864,cmod,1160708013
11687,1885,d3d,160410
11688,11619,east,65740
11689,9767,east,62244
11690,9276,east,59917
11691,22079,cmod,1160809013
11692,4015,d3d,165770
11693,6829,d3d,174833
11694,15272,east,73311
11695,13693,east,70161
11696,400,d3d,157153
11697,8305,east,55924
11698,17174,east,77515
11699,2649,d3d,162252
11700,16052,east,74652
11701,7454,d3d,176177
11702,10622,east,63679
11703,4385,d3d,166602
11704,4427,d3d,166705
11705,3148,d3d,163446
11706,264,d3d,156873
11707,15593,east,73842
11708,5908,d3d,171594
11709,19418,cmod,1140220021
11710,9021,east,57281
11711,2499,d3d,161510
11712,5922,d3d,171608
11713,7389,d3d,175987
11714,6727,d3d,174620
11715,13439,east,69688
11716,21717,cmod,1160621023
11717,3420,d3d,164278
11718,7552,d3d,176355
11719,12263,east,67100
11720,15243,east,73264
11721,297,d3d,156917
11722,5859,d3d,171456
11723,18178,east,80054
11724,20646,cmod,1150730015
11725,7041,d3d,175266
11726,8332,east,55959
11727,12246,east,67081
11728,858,d3d,158192
11729,7361,d3d,175943
11730,8826,east,56855
11731,11431,east,64939
11732,16633,east,75491
11733,206,d3d,156791
11734,1443,d3d,159389
11735,22485,cmod,1160926026
11736,8381,east,56037
11737,18284,east,80243
11738,1705,d3d,160077
11739,15727,east,74048
11740,19076,east,81480
11741,3976,d3d,165669
11742,6698,d3d,174583
11743,8498,east,56295
11744,3079,d3d,163240
11745,7489,d3d,176233
11746,21216,cmod,1160414001
11747,19016,east,81401
11748,3210,d3d,163524
11749,8747,east,56738
11750,12291,east,67138
11751,2004,d3d,160641
11752,21625,cmod,1160615014
11753,9740,east,62203
11754,19940,cmod,1140729030
11755,19354,cmod,1120904009
11756,22416,cmod,1160920010
11757,12427,east,67340
11758,11316,east,64761
11759,11681,east,65906
11760,2990,d3d,163104
11761,15514,east,73731
11762,19036,east,81430
11763,21781,cmod,1160630015
11764,19781,cmod,1140701023
11765,11373,east,64863
11766,2653,d3d,162256
11767,8193,east,55712
11768,12988,east,68837
11769,6407,d3d,173809
11770,22508,cmod,1160927023
11771,2159,d3d,160968
11772,13503,east,69819
11773,10820,east,63993
11774,12118,east,66754
11775,145,d3d,156687
11776,3593,d3d,164704
11777,9249,east,59745
11778,11648,east,65838
11779,13401,east,69644
11780,6758,d3d,174686
11781,1625,d3d,159798
11782,1102,d3d,158702
11783,14632,east,71693
11784,3,d3d,156353
11785,5686,d3d,170829
11786,6007,d3d,171978
11787,13993,east,70655
11788,22116,cmod,1160811005
11789,8330,east,55956
11790,18796,east,81089
11791,6961,d3d,175050
11792,350,d3d,157083
11793,12578,east,67568
11794,329,d3d,157053
11795,13213,east,69231
11796,4343,d3d,166533
11797,19911,cmod,1140723032
11798,12811,east,67908
11799,19147,east,81619
11800,15131,east,73096
11801,12855,east,67970
11802,21556,cmod,1160526018
11803,7621,d3d,176531
11804,15612,east,73875
11805,5699,d3d,170851
11806,10169,east,62768
11807,18691,east,80921
11808,22094,cmod,1160809029
11809,15868,east,74376
11810,18161,east,79982
11811,4472,d3d,166824
11812,14899,east,72755
11813,10703,east,63801
11814,537,d3d,157500
11815,18986,east,81366
11816,15959,east,74520
11817,16965,east,77091
11818,11859,east,66405
11819,12909,east,68687
11820,14633,east,71694
11821,211,d3d,156797
11822,1411,d3d,159341
11823,18128,east,79946
11824,5617,d3d,170717
11825,17120,east,77418
11826,8520,east,56330
11827,21339,cmod,1160426007
11828,15222,east,73236
11829,6377,d3d,173744
11830,16397,east,75124
11831,9512,east,61437
11832,14024,east,70706
11833,6664,d3d,174498
11834,6049,d3d,172189
11835,1045,d3d,158611
11836,12290,east,67137
11837,14655,east,71724
11838,16150,east,74823
11839,20739,cmod,1150811019
11840,13835,east,70420
11841,12661,east,67681
11842,8966,east,57110
11843,15709,east,74027
11844,17236,east,77624
11845,8295,east,55914
11846,19923,cmod,1140729003
11847,2360,d3d,161274
11848,9278,east,59923
11849,11178,east,64551
11850,4925,d3d,168738
11851,7013,d3d,175217
11852,10095,east,62662
11853,20144,cmod,1140826019
11854,8421,east,56108
11855,22067,cmod,1160809001
11856,9082,east,57390
11857,4261,d3d,166399
11858,254,d3d,156863
11859,12381,east,67260
11860,19930,cmod,1140729015
11861,15716,east,74036
11862,21502,cmod,1160517002
11863,15332,east,73434
11864,10319,east,63097
11865,15798,east,74146
11866,20805,cmod,1150818005
11867,10760,east,63891
11868,1464,d3d,159425
11869,3562,d3d,164647
11870,339,d3d,157067
11871,21913,cmod,1160720012
11872,8135,east,55640
11873,15907,east,74443
11874,13438,east,69687
11875,6852,d3d,174867
11876,8053,east,55506
11877,7546,d3d,176338
11878,8538,east,56356
11879,18043,east,79804
11880,10712,east,63812
11881,19417,cmod,1140220020
11882,6646,d3d,174310
11883,2858,d3d,162894
11884,17446,east,78608
11885,20914,cmod,1150903009
11886,16266,east,74956
11887,18915,east,81277
11888,859,d3d,158193
11889,15036,east,72954
11890,9701,east,62138
11891,18224,east,80130
11892,10522,east,63540
11893,21813,cmod,1160701022
11894,16013,east,74598
11895,11139,east,64506
11896,864,d3d,158198
11897,1719,d3d,160103
11898,9807,east,62287
11899,3115,d3d,163319
11900,3830,d3d,165296
11901,19334,cmod,1120828033
11902,5289,d3d,169943
11903,13024,east,68886
11904,9650,east,61926
11905,15293,east,73335
11906,15138,east,73103
11907,5573,d3d,170565
11908,13989,east,70648
11909,5443,d3d,170282
11910,17242,east,77630
11911,16281,east,74971
11912,13847,east,70446
11913,6098,d3d,172401
11914,4260,d3d,166397
11915,4153,d3d,166108
11916,21452,cmod,1160506017
11917,22405,cmod,1160915029
11918,6947,d3d,175028
11919,889,d3d,158308
11920,12927,east,68735
11921,9680,east,62093
11922,7999,east,55438
11923,10943,east,64237
11924,6474,d3d,173964
11925,6138,d3d,172475
11926,12064,east,66674
11927,14139,east,70944
11928,10748,east,63870
11929,12796,east,67893
11930,17920,east,79583
11931,18818,east,81133
11932,9433,east,61205
11933,7923,east,55296
11934,13296,east,69431
11935,618,d3d,157714
11936,16829,east,76777
11937,11018,east,64339
11938,4236,d3d,166344
11939,7611,d3d,176509
11940,14217,east,71053
11941,5214,d3d,169629
11942,533,d3d,157494
11943,15609,east,73872
11944,15326,east,73417
11945,949,d3d,158417
11946,14475,east,71464
11947,1619,d3d,159756
11948,654,d3d,157759
11949,1304,d3d,159128
11950,9229,east,59609
11951,17695,east,79073
11952,3284,d3d,163830
11953,7711,d3d,176820
11954,20439,cmod,1150708019
11955,6800,d3d,174753
11956,6516,d3d,174097
11957,4308,d3d,166465
11958,13927,east,70549
11959,14168,east,70986
11960,493,d3d,157405
11961,20049,cmod,1140807003
11962,10403,east,63353
11963,19464,cmod,1140226030
11964,331,d3d,157059
11965,14193,east,71016
11966,3023,d3d,163149
11967,2622,d3d,162208
11968,20647,cmod,1150730016
11969,12926,east,68733
11970,10818,east,63986
11971,7935,east,55309
11972,18261,east,80193
11973,18453,east,80510
11974,7776,d3d,176967
11975,8685,east,56624
11976,22537,cmod,1160930012
11977,937,d3d,158402
11978,15032,east,72948
11979,7798,d3d,177007
11980,10496,east,63501
11981,19161,east,81650
11982,4876,d3d,167617
11983,13892,east,70494
11984,20484,cmod,1150714026
11985,13782,east,70359
11986,2651,d3d,162254
11987,20620,cmod,1150728019
11988,20609,cmod,1150724027
11989,4808,d3d,167520
11990,2694,d3d,162349
11991,2448,d3d,161445
11992,9064,east,57361
11993,9397,east,60240
11994,5847,d3d,171437
11995,2915,d3d,162977
11996,12765,east,67841
11997,16943,east,77000
11998,7474,d3d,176200
11999,7036,d3d,175251
12000,16101,east,74717
12001,8730,east,56715
12002,9008,east,57217
12003,8156,east,55666
12004,7769,d3d,176946
12005,19916,cmod,1140725009
12006,21891,cmod,1160713007
12007,15118,east,73081
12008,21835,cmod,1160706022
12009,5872,d3d,171484
12010,10574,east,63607
12011,2861,d3d,162898
12012,4576,d3d,167218
12013,3884,d3d,165431
12014,19896,cmod,1140723016
12015,7820,east,55031
12016,8232,east,55795
12017,5762,d3d,171148
12018,13090,east,69016
12019,15770,east,74115
12020,7089,d3d,175363
12021,391,d3d,157136
12022,5950,d3d,171658
12023,7291,d3d,175832
12024,10594,east,63634
12025,21310,cmod,1160421019
12026,3312,d3d,164070
12027,6272,d3d,173288
12028,10667,east,63765
12029,6452,d3d,173923
12030,4862,d3d,167595
12031,19217,cmod,1120207021
12032,11078,east,64415
12033,10449,east,63433
12034,4338,d3d,166526
12035,21192,cmod,1160412034
12036,13595,east,70013
12037,19280,cmod,1120703011
12038,19582,cmod,1140514016
12039,20987,cmod,1150918004
12040,7577,d3d,176463
12041,15307,east,73388
12042,10975,east,64284
12043,16777,east,76539
12044,2907,d3d,162965
12045,16440,east,75188
12046,14816,east,72610
12047,9254,east,59751
12048,7202,d3d,175634
12049,13116,east,69055
12050,6635,d3d,174292
12051,4020,d3d,165842
12052,21734,cmod,1160628013
12053,3381,d3d,164210
12054,13407,east,69650
12055,5883,d3d,171553
12056,5217,d3d,169632
12057,18526,east,80610
12058,14415,east,71385
12059,11184,east,64563
12060,11819,east,66320
12061,611,d3d,157705
12062,7101,d3d,175437
12063,18538,east,80642
12064,21525,cmod,1160518022
12065,7070,d3d,175299
12066,5130,d3d,169461
12067,8035,east,55483
12068,9655,east,61957
12069,3151,d3d,163449
12070,12480,east,67433
12071,5475,d3d,170328
12072,1985,d3d,160572
12073,14718,east,72257
12074,3162,d3d,163466
12075,10243,east,62865
12076,20493,cmod,1150715012
12077,2266,d3d,161137
12078,10570,east,63594
12079,16009,east,74589
12080,19379,cmod,1120914032
12081,16846,east,76846
12082,5717,d3d,170876
12083,7809,east,55013
12084,13121,east,69084
12085,11350,east,64814
12086,21275,cmod,1160419029
12087,4143,d3d,166092
12088,613,d3d,157707
12089,3911,d3d,165462
12090,423,d3d,157231
12091,10924,east,64180
12092,1412,d3d,159342
12093,2181,d3d,161004
12094,20952,cmod,1150911019
12095,14807,east,72439
12096,15918,east,74462
12097,16982,east,77132
12098,18523,east,80607
12099,7890,east,55244
12100,17667,east,79003
12101,3506,d3d,164504
12102,6070,d3d,172226
12103,11910,east,66475
12104,7837,east,55050
12105,20080,cmod,1140815009
12106,18364,east,80373
12107,4942,d3d,168774
12108,5495,d3d,170365
12109,10555,east,63578
12110,3651,d3d,164852
12111,16028,east,74615
12112,18037,east,79794
12113,21315,cmod,1160421025
12114,16205,east,74883
12115,17151,east,77457
12116,3003,d3d,163117
12117,4203,d3d,166258
12118,8724,east,56701
12119,14555,east,71572
12120,14010,east,70681
12121,15024,east,72934
12122,10232,east,62851
12123,3561,d3d,164642
12124,417,d3d,157194
12125,9160,east,57498
12126,4196,d3d,166175
12127,9624,east,61818
12128,12307,east,67159
12129,21300,cmod,1160420024
12130,13498,east,69814
