,dataset_index,machine,shot
9165,3819,d3d,165247
9166,8891,east,56949
9167,17275,east,77667
9168,6917,d3d,174981
9169,6003,d3d,171974
9170,1505,d3d,159476
9171,15,d3d,156365
9172,18397,east,80417
9173,1493,d3d,159463
9174,12054,east,66658
9175,10063,east,62626
9176,12535,east,67516
9177,10698,east,63796
9178,2617,d3d,162176
9179,14978,east,72861
9180,17448,east,78611
9181,11264,east,64677
9182,16844,east,76844
9183,17324,east,77735
9184,16986,east,77136
9185,17944,east,79637
9186,10044,east,62596
9187,17987,east,79710
9188,16568,east,75360
9189,13318,east,69495
9190,15558,east,73800
9191,7249,d3d,175729
9192,12102,east,66730
9193,6390,d3d,173768
9194,13676,east,70140
9195,4525,d3d,166918
9196,6765,d3d,174695
9197,10513,east,63518
9198,6652,d3d,174423
9199,16464,east,75226
9200,15186,east,73174
9201,13759,east,70246
9202,12049,east,66653
9203,18163,east,80029
9204,3419,d3d,164277
9205,16269,east,74959
9206,14830,east,72630
9207,3180,d3d,163485
9208,17203,east,77575
9209,6149,d3d,172494
9210,1576,d3d,159658
9211,4783,d3d,167481
9212,14174,east,70992
9213,14028,east,70713
9214,4926,d3d,168747
9215,4603,d3d,167252
9216,11460,east,64973
9217,10143,east,62732
9218,5213,d3d,169628
9219,8600,east,56495
9220,14715,east,72254
9221,4542,d3d,166943
9222,11121,east,64484
9223,2565,d3d,161603
9224,17480,east,78667
9225,8736,east,56722
9226,7571,d3d,176418
9227,7289,d3d,175830
9228,6408,d3d,173810
9229,15451,east,73643
9230,16098,east,74714
9231,16488,east,75257
9232,10618,east,63659
9233,12934,east,68742
9234,2199,d3d,161032
9235,16232,east,74921
9236,18805,east,81098
9237,9124,east,57456
9238,4171,d3d,166135
9239,17385,east,78498
9240,12430,east,67361
9241,7508,d3d,176262
9242,16351,east,75056
9243,16545,east,75325
9244,16212,east,74890
9245,17475,east,78649
9246,13050,east,68932
9247,17635,east,78918
9248,9736,east,62199
9249,3524,d3d,164573
9250,6677,d3d,174515
9251,9793,east,62272
9252,18009,east,79741
9253,10438,east,63422
9254,9204,east,59474
9255,18632,east,80784
9256,4263,d3d,166402
9257,8403,east,56077
9258,1859,d3d,160340
9259,1570,d3d,159650
9260,5903,d3d,171577
9261,9877,east,62384
9262,8264,east,55841
9263,13264,east,69334
9264,841,d3d,158175
9265,11836,east,66342
9266,12861,east,68413
9267,7573,d3d,176421
9268,16703,east,75587
9269,11291,east,64712
9270,9937,east,62469
9271,55,d3d,156477
9272,16635,east,75494
9273,3334,d3d,164104
9274,11300,east,64744
9275,12414,east,67325
9276,6918,d3d,174982
9277,16394,east,75121
9278,214,d3d,156807
9279,15707,east,74023
9280,6815,d3d,174819
9281,5166,d3d,169540
9282,8615,east,56527
9283,6488,d3d,174050
9284,11737,east,66079
9285,18366,east,80376
9286,13052,east,68935
9287,10911,east,64157
9288,11559,east,65125
9289,157,d3d,156706
9290,14223,east,71059
9291,11598,east,65603
9292,4602,d3d,167251
9293,1184,d3d,158899
9294,7361,d3d,175943
9295,3817,d3d,165242
9296,1712,d3d,160084
9297,6890,d3d,174920
9298,12490,east,67450
9299,5563,d3d,170496
9300,5008,d3d,168993
9301,6279,d3d,173295
9302,14402,east,71358
9303,9157,east,57495
9304,9548,east,61527
9305,15067,east,73020
9306,1383,d3d,159299
9307,5895,d3d,171566
9308,14534,east,71548
9309,12472,east,67422
9310,3388,d3d,164222
9311,18921,east,81285
9312,5077,d3d,169335
9313,4609,d3d,167258
9314,18794,east,81087
9315,3486,d3d,164453
9316,15164,east,73151
9317,1581,d3d,159664
9318,8370,east,56026
9319,19116,east,81559
9320,6691,d3d,174548
9321,14504,east,71506
9322,16353,east,75059
9323,1673,d3d,160029
9324,11184,east,64563
9325,14812,east,72606
9326,5932,d3d,171625
9327,10950,east,64244
9328,7381,d3d,175975
9329,2933,d3d,162995
9330,8124,east,55616
9331,6319,d3d,173421
9332,10020,east,62572
9333,2203,d3d,161036
9334,12734,east,67795
9335,13589,east,70005
9336,909,d3d,158345
9337,9991,east,62536
9338,13784,east,70361
9339,8309,east,55929
9340,6864,d3d,174881
9341,7457,d3d,176180
9342,15674,east,73964
9343,4868,d3d,167606
9344,16908,east,76941
9345,18790,east,81083
9346,3554,d3d,164620
9347,587,d3d,157657
9348,13445,east,69695
9349,11183,east,64562
9350,9771,east,62249
9351,10647,east,63725
9352,14420,east,71392
9353,1474,d3d,159435
9354,7975,east,55360
9355,5278,d3d,169929
9356,15669,east,73958
9357,2335,d3d,161238
9358,17387,east,78501
9359,1796,d3d,160242
9360,2331,d3d,161232
9361,11479,east,64994
9362,4449,d3d,166777
9363,137,d3d,156670
9364,11813,east,66314
9365,16954,east,77014
9366,3597,d3d,164718
9367,12226,east,67054
9368,5578,d3d,170580
9369,3750,d3d,165069
9370,15385,east,73517
9371,17576,east,78813
9372,17122,east,77424
9373,4472,d3d,166824
9374,13127,east,69093
9375,15168,east,73155
9376,10486,east,63490
9377,3161,d3d,163465
9378,15608,east,73871
9379,8777,east,56779
9380,18332,east,80317
9381,7795,d3d,177001
9382,9638,east,61875
9383,15788,east,74136
9384,11366,east,64853
9385,2719,d3d,162501
9386,11426,east,64928
9387,4970,d3d,168867
9388,6700,d3d,174585
9389,14876,east,72726
9390,3342,d3d,164112
9391,5109,d3d,169392
9392,540,d3d,157503
9393,12038,east,66634
9394,17428,east,78577
9395,12847,east,67961
9396,9884,east,62391
9397,8946,east,57053
9398,18864,east,81211
9399,6769,d3d,174699
9400,16396,east,75123
9401,7696,d3d,176803
9402,16761,east,76464
9403,15134,east,73099
9404,2915,d3d,162977
9405,12215,east,67041
9406,11945,east,66521
9407,12063,east,66673
9408,12370,east,67247
9409,5047,d3d,169125
9410,2686,d3d,162320
9411,10548,east,63570
9412,7183,d3d,175592
9413,7132,d3d,175500
9414,15335,east,73437
9415,6251,d3d,173235
9416,11430,east,64938
9417,4230,d3d,166326
9418,11632,east,65802
9419,17625,east,78897
9420,8998,east,57185
9421,1528,d3d,159563
9422,15114,east,73077
9423,11063,east,64399
9424,18704,east,80948
9425,2482,d3d,161492
9426,6843,d3d,174858
9427,10824,east,64001
9428,7956,east,55333
9429,14321,east,71200
9430,13035,east,68908
9431,15311,east,73392
9432,16476,east,75244
9433,14785,east,72414
9434,17918,east,79581
9435,17680,east,79050
9436,17791,east,79288
9437,8253,east,55828
9438,6282,d3d,173298
9439,5346,d3d,170076
9440,1261,d3d,158993
9441,16391,east,75118
9442,11009,east,64327
9443,7524,d3d,176300
9444,15033,east,72949
9445,18110,east,79894
9446,11853,east,66399
9447,18301,east,80263
9448,8046,east,55499
9449,16721,east,75606
9450,12979,east,68825
9451,9754,east,62219
9452,15875,east,74392
9453,19170,east,81665
9454,16923,east,76962
9455,7995,east,55434
9456,1001,d3d,158515
9457,807,d3d,158134
9458,5390,d3d,170173
9459,1112,d3d,158746
9460,2363,d3d,161277
9461,6816,d3d,174820
9462,11431,east,64939
9463,10012,east,62564
9464,18615,east,80764
9465,8794,east,56799
9466,12446,east,67389
9467,17501,east,78700
9468,15483,east,73683
9469,16019,east,74605
9470,16760,east,75655
9471,18686,east,80916
9472,7535,d3d,176323
9473,2902,d3d,162955
9474,7314,d3d,175882
9475,5617,d3d,170717
9476,5631,d3d,170750
9477,10688,east,63786
9478,14683,east,72134
9479,11008,east,64326
9480,7187,d3d,175599
9481,16114,east,74730
9482,13251,east,69311
9483,9544,east,61518
9484,12804,east,67901
9485,7660,d3d,176735
9486,18831,east,81152
9487,9222,east,59505
9488,3511,d3d,164554
9489,11149,east,64519
9490,16246,east,74936
9491,6090,d3d,172370
9492,2474,d3d,161478
9493,5483,d3d,170338
9494,17899,east,79547
9495,5001,d3d,168983
9496,345,d3d,157073
9497,13546,east,69942
9498,13487,east,69776
9499,13716,east,70184
9500,4778,d3d,167475
9501,19025,east,81410
9502,1143,d3d,158783
9503,17532,east,78745
9504,16529,east,75299
9505,15683,east,73973
9506,18993,east,81376
9507,3876,d3d,165413
9508,16481,east,75249
9509,8713,east,56690
9510,8233,east,55796
9511,6674,d3d,174510
9512,11639,east,65815
9513,17973,east,79686
9514,10591,east,63631
9515,6526,d3d,174111
9516,16462,east,75224
9517,14607,east,71663
9518,14427,east,71402
9519,11381,east,64872
9520,11024,east,64345
9521,4425,d3d,166703
9522,6015,d3d,171987
9523,2,d3d,156339
9524,12975,east,68820
9525,8956,east,57083
9526,18934,east,81299
9527,861,d3d,158195
9528,2932,d3d,162994
9529,17544,east,78758
9530,5754,d3d,171140
9531,8783,east,56787
9532,9087,east,57397
9533,17828,east,79398
9534,8689,east,56646
9535,5261,d3d,169900
9536,6797,d3d,174750
9537,9092,east,57402
9538,3003,d3d,163117
9539,13840,east,70428
9540,979,d3d,158476
9541,16445,east,75195
9542,5375,d3d,170144
9543,13190,east,69193
9544,611,d3d,157705
9545,16580,east,75386
9546,14232,east,71071
9547,11476,east,64991
9548,8578,east,56433
9549,9394,east,60235
9550,256,d3d,156865
9551,8512,east,56313
9552,13281,east,69413
9553,49,d3d,156467
9554,4055,d3d,165917
9555,18893,east,81254
9556,1118,d3d,158752
9557,11393,east,64885
9558,11541,east,65092
9559,8097,east,55583
9560,8270,east,55849
9561,268,d3d,156883
9562,391,d3d,157136
9563,9163,east,57501
9564,11953,east,66529
9565,1819,d3d,160271
9566,7482,d3d,176219
9567,12108,east,66740
9568,1893,d3d,160418
9569,9056,east,57347
9570,10963,east,64262
9571,9694,east,62130
9572,6855,d3d,174870
9573,1315,d3d,159168
9574,14441,east,71427
9575,10423,east,63405
9576,1063,d3d,158654
9577,7005,d3d,175201
9578,17267,east,77659
9579,14127,east,70932
9580,14224,east,71060
9581,18847,east,81186
9582,2979,d3d,163055
9583,968,d3d,158449
9584,5555,d3d,170455
9585,5083,d3d,169343
9586,4745,d3d,167432
9587,7294,d3d,175835
9588,7848,east,55182
9589,3923,d3d,165476
9590,13521,east,69837
9591,2008,d3d,160645
9592,13955,east,70592
9593,11869,east,66415
9594,9762,east,62236
9595,15435,east,73624
9596,11891,east,66454
9597,5134,d3d,169467
9598,15803,east,74171
9599,16080,east,74686
9600,15822,east,74193
9601,735,d3d,157978
9602,10813,east,63978
9603,13524,east,69841
9604,18952,east,81321
9605,18800,east,81093
9606,11688,east,65930
9607,1471,d3d,159432
9608,15507,east,73708
9609,17517,east,78723
9610,1966,d3d,160544
9611,14337,east,71219
9612,10599,east,63640
9613,10889,east,64127
9614,10927,east,64197
9615,16664,east,75527
9616,1042,d3d,158608
9617,2780,d3d,162730
9618,6628,d3d,174281
9619,4894,d3d,168611
9620,5561,d3d,170479
9621,8637,east,56570
9622,2267,d3d,161138
9623,15090,east,73050
9624,10323,east,63147
9625,11549,east,65100
9626,16302,east,75001
9627,1668,d3d,160021
9628,859,d3d,158193
9629,14466,east,71455
9630,15306,east,73387
9631,4282,d3d,166437
9632,13505,east,69821
9633,1973,d3d,160556
9634,13758,east,70245
9635,11435,east,64944
9636,7109,d3d,175471
9637,4345,d3d,166535
9638,8402,east,56076
9639,819,d3d,158147
9640,846,d3d,158180
9641,6539,d3d,174136
9642,11645,east,65833
9643,6871,d3d,174892
9644,16888,east,76914
9645,16487,east,75256
9646,9952,east,62484
9647,6464,d3d,173954
9648,6978,d3d,175159
9649,18456,east,80518
9650,1055,d3d,158633
9651,18604,east,80750
9652,16405,east,75134
9653,5412,d3d,170242
9654,8495,east,56292
9655,5889,d3d,171559
9656,1092,d3d,158692
9657,547,d3d,157518
9658,10854,east,64072
9659,4929,d3d,168760
9660,16937,east,76990
9661,7585,d3d,176477
9662,711,d3d,157949
9663,5264,d3d,169903
9664,10293,east,62940
9665,6188,d3d,173002
9666,7782,d3d,176975
9667,17164,east,77493
9668,2799,d3d,162761
9669,2846,d3d,162873
9670,9230,east,59610
9671,15635,east,73901
9672,10604,east,63645
9673,5148,d3d,169497
9674,14798,east,72430
9675,14692,east,72199
9676,1889,d3d,160414
9677,5202,d3d,169608
9678,3663,d3d,164883
9679,13680,east,70144
9680,9829,east,62325
9681,17699,east,79077
9682,4241,d3d,166354
9683,13377,east,69616
9684,933,d3d,158392
9685,5500,d3d,170376
9686,11673,east,65895
9687,18807,east,81100
9688,15540,east,73771
9689,5192,d3d,169597
9690,1269,d3d,159003
9691,3653,d3d,164870
9692,7818,east,55029
9693,17637,east,78920
9694,15386,east,73518
9695,14222,east,71058
9696,13507,east,69823
9697,25,d3d,156375
9698,5880,d3d,171541
9699,3290,d3d,164033
9700,5936,d3d,171630
9701,18985,east,81365
9702,7857,east,55196
9703,3509,d3d,164549
9704,16783,east,76568
9705,33,d3d,156415
9706,9197,east,59466
9707,3463,d3d,164370
9708,5671,d3d,170808
9709,17775,east,79265
9710,2812,d3d,162779
9711,12217,east,67043
9712,16644,east,75504
9713,5329,d3d,170049
9714,6683,d3d,174524
9715,17205,east,77577
9716,11218,east,64603
9717,14674,east,72121
9718,10659,east,63752
9719,78,d3d,156546
9720,4495,d3d,166863
9721,10146,east,62744
9722,11224,east,64610
9723,16471,east,75239
9724,17679,east,79049
9725,516,d3d,157431
9726,17431,east,78589
9727,18381,east,80393
9728,17243,east,77631
9729,17486,east,78676
9730,7650,d3d,176699
9731,15040,east,72973
9732,14848,east,72684
9733,13938,east,70570
9734,5498,d3d,170369
9735,6078,d3d,172340
9736,3602,d3d,164724
9737,3242,d3d,163712
9738,10352,east,63254
9739,1485,d3d,159455
9740,3936,d3d,165493
9741,13008,east,68867
9742,8928,east,57023
9743,18852,east,81194
9744,11468,east,64982
9745,4648,d3d,167306
9746,17017,east,77203
9747,13753,east,70240
9748,2602,d3d,161649
9749,13180,east,69179
9750,9918,east,62441
9751,14962,east,72844
9752,8427,east,56128
9753,6920,d3d,174991
9754,1186,d3d,158901
9755,17886,east,79525
9756,17548,east,78762
9757,13428,east,69677
9758,2125,d3d,160884
9759,4301,d3d,166456
9760,4329,d3d,166516
9761,18028,east,79783
9762,3424,d3d,164285
9763,2035,d3d,160689
9764,3185,d3d,163490
9765,13987,east,70633
9766,2841,d3d,162867
9767,5386,d3d,170165
9768,1460,d3d,159419
9769,12093,east,66720
9770,16483,east,75251
9771,13538,east,69934
9772,10608,east,63649
9773,8342,east,55986
9774,4973,d3d,168870
9775,4319,d3d,166486
9776,14068,east,70838
9777,15563,east,73808
9778,11979,east,66560
9779,2109,d3d,160844
9780,15017,east,72919
9781,15818,east,74188
9782,12379,east,67258
9783,13458,east,69710
9784,4042,d3d,165877
9785,16387,east,75114
9786,6267,d3d,173282
9787,17279,east,77672
9788,12413,east,67323
9789,14111,east,70916
9790,15151,east,73128
9791,10571,east,63595
9792,15694,east,73989
9793,7170,d3d,175555
9794,6929,d3d,175002
9795,3452,d3d,164353
9796,12111,east,66744
9797,5660,d3d,170793
9798,8156,east,55666
9799,2040,d3d,160694
9800,5977,d3d,171940
9801,11338,east,64802
9802,17271,east,77663
9803,14684,east,72135
9804,7968,east,55352
9805,12792,east,67889
9806,8715,east,56692
9807,2917,d3d,162979
9808,6266,d3d,173281
9809,10108,east,62688
9810,15163,east,73150
9811,18573,east,80717
9812,810,d3d,158137
9813,1547,d3d,159600
9814,12612,east,67617
9815,2611,d3d,162170
9816,11911,east,66476
9817,503,d3d,157415
9818,9191,east,59363
9819,9310,east,60014
9820,8161,east,55671
9821,1679,d3d,160035
9822,11787,east,66195
9823,2242,d3d,161095
9824,4192,d3d,166171
9825,7944,east,55321
9826,462,d3d,157296
9827,983,d3d,158484
9828,13009,east,68868
9829,9306,east,60008
9830,4842,d3d,167564
9831,10116,east,62696
9832,10999,east,64316
9833,16415,east,75146
9834,5245,d3d,169872
9835,17685,east,79056
9836,17837,east,79409
9837,18892,east,81253
9838,8246,east,55809
9839,15368,east,73500
9840,7926,east,55300
9841,9593,east,61639
9842,6176,d3d,172540
9843,15384,east,73516
9844,16659,east,75522
9845,16166,east,74839
9846,11882,east,66435
9847,15546,east,73779
9848,2931,d3d,162993
9849,2690,d3d,162344
9850,13421,east,69670
9851,3145,d3d,163443
9852,5398,d3d,170203
9853,15493,east,73693
9854,14075,east,70846
9855,11098,east,64437
9856,10371,east,63297
9857,9753,east,62218
9858,13523,east,69839
9859,15588,east,73834
9860,5479,d3d,170333
9861,9246,east,59742
9862,6297,d3d,173376
9863,17096,east,77380
9864,12899,east,68553
9865,9803,east,62283
9866,9406,east,61103
9867,13693,east,70161
9868,7837,east,55050
9869,3306,d3d,164062
9870,18694,east,80927
9871,3237,d3d,163666
9872,8044,east,55496
9873,8368,east,56023
9874,15411,east,73575
9875,17836,east,79408
9876,1682,d3d,160039
9877,9360,east,60166
9878,16257,east,74947
9879,10569,east,63593
9880,11036,east,64359
9881,7500,d3d,176253
9882,4891,d3d,168592
9883,9668,east,62011
9884,654,d3d,157759
9885,4959,d3d,168803
9886,4897,d3d,168624
9887,2903,d3d,162959
9888,4508,d3d,166883
9889,17626,east,78907
9890,7996,east,55435
9891,16424,east,75155
9892,13891,east,70493
9893,17677,east,79045
9894,5629,d3d,170731
9895,5183,d3d,169583
9896,7136,d3d,175504
9897,8772,east,56774
9898,6120,d3d,172441
9899,10837,east,64036
9900,8399,east,56073
9901,12376,east,67253
9902,11087,east,64425
9903,2420,d3d,161396
9904,16860,east,76863
9905,13982,east,70623
9906,11538,east,65081
9907,808,d3d,158135
9908,5369,d3d,170111
9909,2943,d3d,163006
9910,15044,east,72988
9911,11385,east,64876
9912,12522,east,67488
9913,8509,east,56307
9914,6926,d3d,174997
9915,13791,east,70368
9916,7544,d3d,176335
9917,950,d3d,158419
9918,15619,east,73882
9919,13534,east,69930
9920,17881,east,79518
9921,10686,east,63784
9922,16259,east,74949
9923,11369,east,64856
9924,12025,east,66619
9925,12322,east,67175
9926,7966,east,55350
9927,15643,east,73914
9928,2678,d3d,162311
9929,7396,d3d,176000
9930,17806,east,79335
9931,16767,east,76495
9932,15605,east,73857
9933,3890,d3d,165437
9934,18342,east,80331
9935,2432,d3d,161408
9936,16395,east,75122
9937,17363,east,78471
9938,5463,d3d,170306
9939,1196,d3d,158915
9940,454,d3d,157274
9941,4200,d3d,166186
9942,4383,d3d,166600
9943,13957,east,70595
9944,10624,east,63684
9945,9867,east,62365
9946,401,d3d,157154
9947,9633,east,61840
9948,12546,east,67528
9949,3390,d3d,164238
9950,405,d3d,157158
9951,10152,east,62751
9952,9466,east,61310
9953,9502,east,61423
9954,14291,east,71153
9955,12134,east,66871
9956,7263,d3d,175743
9957,9114,east,57428
9958,17922,east,79587
9959,18770,east,81059
9960,17934,east,79618
9961,8188,east,55706
9962,16106,east,74722
9963,6830,d3d,174834
9964,2669,d3d,162280
9965,3215,d3d,163600
9966,2330,d3d,161231
9967,7899,east,55259
9968,16526,east,75296
9969,6141,d3d,172478
9970,10794,east,63952
9971,8215,east,55749
9972,10881,east,64119
9973,1833,d3d,160298
9974,4789,d3d,167487
9975,1080,d3d,158680
9976,10002,east,62550
9977,2525,d3d,161545
9978,9637,east,61867
9979,8398,east,56072
9980,4484,d3d,166848
9981,3362,d3d,164173
9982,11557,east,65123
9983,1242,d3d,158969
9984,10997,east,64314
9985,6985,d3d,175166
9986,9977,east,62515
9987,9657,east,61959
9988,12655,east,67674
9989,4363,d3d,166563
9990,8093,east,55579
9991,7487,d3d,176228
9992,3539,d3d,164601
9993,694,d3d,157912
9994,8806,east,56820
9995,5849,d3d,171441
9996,10218,east,62834
9997,8238,east,55801
9998,14539,east,71553
9999,15714,east,74033
10000,7406,d3d,176013
10001,15988,east,74555
10002,4410,d3d,166674
10003,16616,east,75457
10004,1002,d3d,158517
10005,14248,east,71091
10006,1473,d3d,159434
10007,3133,d3d,163429
10008,10975,east,64284
10009,566,d3d,157546
10010,6405,d3d,173807
10011,12812,east,67909
10012,3949,d3d,165507
10013,13969,east,70607
10014,4450,d3d,166783
10015,12538,east,67519
10016,19110,east,81549
10017,17268,east,77660
10018,10049,east,62602
10019,16165,east,74838
10020,16151,east,74824
10021,4529,d3d,166922
10022,8442,east,56183
10023,6836,d3d,174850
10024,12843,east,67957
10025,887,d3d,158306
10026,18173,east,80047
10027,6778,d3d,174708
10028,2043,d3d,160703
10029,5609,d3d,170623
10030,11594,east,65594
10031,4990,d3d,168956
10032,11186,east,64565
10033,6635,d3d,174292
10034,15262,east,73301
10035,16841,east,76840
10036,9260,east,59762
10037,6642,d3d,174306
10038,12789,east,67882
10039,10531,east,63551
10040,16851,east,76852
10041,18950,east,81319
10042,16800,east,76665
10043,3407,d3d,164263
10044,12584,east,67588
10045,16076,east,74679
10046,12643,east,67658
10047,15564,east,73809
10048,772,d3d,158040
10049,2248,d3d,161106
10050,9233,east,59616
10051,16408,east,75139
10052,3642,d3d,164841
10053,13244,east,69290
10054,5964,d3d,171924
10055,8814,east,56831
10056,7398,d3d,176004
10057,10313,east,62968
10058,16970,east,77099
10059,6996,d3d,175189
10060,13634,east,70055
10061,5672,d3d,170809
10062,4607,d3d,167256
10063,17642,east,78927
10064,1277,d3d,159012
10065,1168,d3d,158830
10066,4867,d3d,167603
10067,13210,east,69224
10068,19010,east,81395
10069,17783,east,79279
10070,15255,east,73288
10071,9967,east,62500
10072,16894,east,76923
10073,16666,east,75530
10074,3632,d3d,164829
10075,3111,d3d,163315
10076,538,d3d,157501
10077,17075,east,77299
10078,3167,d3d,163471
10079,4686,d3d,167358
10080,5204,d3d,169617
10081,15539,east,73768
10082,11427,east,64929
10083,5028,d3d,169101
10084,14385,east,71307
10085,912,d3d,158349
10086,15808,east,74178
10087,4412,d3d,166676
10088,356,d3d,157091
10089,9624,east,61818
10090,11499,east,65022
10091,77,d3d,156545
10092,9828,east,62324
10093,64,d3d,156510
10094,11384,east,64875
10095,11029,east,64350
10096,17718,east,79187
10097,1597,d3d,159722
10098,16127,east,74757
10099,4695,d3d,167372
10100,16206,east,74884
10101,4281,d3d,166436
10102,14621,east,71678
10103,12085,east,66711
10104,1659,d3d,160007
10105,13575,east,69976
10106,1721,d3d,160109
10107,8143,east,55652
10108,8393,east,56052
10109,18434,east,80489
10110,349,d3d,157082
10111,9885,east,62392
10112,154,d3d,156703
10113,18280,east,80236
10114,10166,east,62765
10115,10294,east,62941
10116,11965,east,66544
10117,16605,east,75433
10118,16665,east,75529
10119,17139,east,77442
10120,9901,east,62417
10121,15902,east,74437
10122,1621,d3d,159758
10123,9864,east,62362
10124,3359,d3d,164170
10125,7911,east,55271
10126,14398,east,71341
10127,8242,east,55805
10128,17553,east,78767
10129,10878,east,64116
10130,1897,d3d,160422
10131,594,d3d,157667
10132,4666,d3d,167331
10133,13048,east,68930
10134,6496,d3d,174069
10135,92,d3d,156606
10136,7419,d3d,176033
10137,11255,east,64661
10138,15466,east,73659
10139,18356,east,80360
10140,13402,east,69645
10141,15132,east,73097
10142,5003,d3d,168985
10143,14187,east,71010
10144,14471,east,71460
10145,18270,east,80213
10146,8243,east,55806
10147,14020,east,70700
10148,10176,east,62775
10149,778,d3d,158053
10150,2211,d3d,161044
10151,15598,east,73849
10152,17682,east,79052
10153,8212,east,55743
10154,15821,east,74191
10155,11399,east,64893
10156,15147,east,73114
10157,6908,d3d,174965
10158,4317,d3d,166484
10159,17469,east,78636
10160,18655,east,80823
10161,13179,east,69178
10162,15498,east,73698
10163,14617,east,71674
10164,14498,east,71495
10165,10701,east,63799
10166,1982,d3d,160569
10167,4172,d3d,166136
10168,15879,east,74406
10169,7807,east,54773
10170,16680,east,75546
10171,9737,east,62200
10172,13792,east,70369
10173,8455,east,56201
10174,15398,east,73544
10175,14722,east,72264
10176,9611,east,61717
10177,872,d3d,158206
10178,10424,east,63407
10179,14619,east,71676
10180,3773,d3d,165102
10181,6374,d3d,173737
10182,10195,east,62797
10183,11718,east,65992
10184,1352,d3d,159262
10185,3720,d3d,165027
10186,4810,d3d,167522
10187,3439,d3d,164322
10188,803,d3d,158126
10189,13323,east,69503
10190,10440,east,63424
10191,18563,east,80693
10192,6522,d3d,174107
10193,9096,east,57406
10194,17896,east,79535
10195,14737,east,72308
10196,1343,d3d,159249
10197,1,d3d,156338
10198,8016,east,55456
10199,636,d3d,157738
10200,13975,east,70614
10201,18113,east,79897
10202,15160,east,73147
10203,4451,d3d,166784
10204,1415,d3d,159352
10205,7988,east,55377
10206,18373,east,80383
10207,9121,east,57453
10208,17688,east,79061
10209,10629,east,63696
10210,3945,d3d,165502
10211,9380,east,60208
10212,5982,d3d,171945
10213,6093,d3d,172380
10214,14233,east,71073
10215,12878,east,68460
10216,2027,d3d,160681
10217,14478,east,71467
10218,15252,east,73285
10219,18197,east,80097
10220,12464,east,67413
10221,3708,d3d,165015
10222,10865,east,64098
10223,4072,d3d,165941
10224,16825,east,76753
10225,9225,east,59509
10226,16203,east,74881
10227,1959,d3d,160526
10228,9752,east,62215
10229,17433,east,78594
10230,13257,east,69327
10231,18620,east,80769
10232,10862,east,64085
10233,9134,east,57467
10234,8870,east,56924
10235,16297,east,74988
10236,7193,d3d,175605
10237,18027,east,79781
10238,16189,east,74865
10239,8534,east,56352
10240,11355,east,64821
10241,15116,east,73079
10242,16820,east,76739
10243,19168,east,81663
10244,15759,east,74098
10245,4121,d3d,166061
10246,10289,east,62936
10247,13014,east,68874
10248,10191,east,62793
10249,8436,east,56146
10250,16590,east,75399
10251,17747,east,79219
10252,13388,east,69630
10253,17714,east,79113
10254,1556,d3d,159636
10255,12488,east,67448
10256,5505,d3d,170388
10257,12262,east,67098
10258,15101,east,73063
10259,9269,east,59774
10260,9059,east,57350
10261,13870,east,70471
10262,12291,east,67138
10263,10679,east,63777
10264,10757,east,63887
10265,16092,east,74707
10266,6850,d3d,174865
10267,7616,d3d,176523
10268,2832,d3d,162802
10269,1932,d3d,160485
10270,12494,east,67455
10271,9073,east,57376
10272,9248,east,59744
10273,3740,d3d,165053
10274,6455,d3d,173928
10275,12175,east,66970
10276,9146,east,57484
10277,14064,east,70834
10278,8098,east,55584
10279,8473,east,56235
10280,18123,east,79941
10281,3734,d3d,165041
10282,1439,d3d,159384
10283,13100,east,69026
10284,4297,d3d,166452
10285,11333,east,64786
10286,18799,east,81092
10287,12041,east,66644
10288,8896,east,56962
10289,4461,d3d,166800
10290,1857,d3d,160338
10291,15259,east,73292
10292,12533,east,67506
10293,7864,east,55203
10294,4010,d3d,165764
10295,9265,east,59768
10296,15158,east,73137
10297,144,d3d,156680
10298,4729,d3d,167412
10299,6344,d3d,173556
10300,9782,east,62261
10301,19076,east,81480
10302,9314,east,60032
10303,1665,d3d,160017
10304,443,d3d,157263
10305,5325,d3d,170045
10306,15376,east,73508
10307,9776,east,62255
10308,19049,east,81448
10309,7752,d3d,176925
10310,12259,east,67094
10311,14764,east,72375
10312,11391,east,64882
10313,6561,d3d,174175
10314,10325,east,63190
10315,19057,east,81458
10316,6957,d3d,175046
10317,10677,east,63775
10318,854,d3d,158188
10319,1385,d3d,159301
10320,9079,east,57386
10321,1248,d3d,158975
10322,4512,d3d,166899
10323,14031,east,70771
10324,17196,east,77568
10325,10715,east,63815
10326,14983,east,72868
10327,2614,d3d,162173
10328,10328,east,63200
10329,7754,d3d,176928
10330,12231,east,67064
10331,15519,east,73737
10332,17592,east,78837
10333,14597,east,71642
10334,4956,d3d,168800
10335,3023,d3d,163149
10336,12086,east,66712
10337,1304,d3d,159128
10338,2475,d3d,161479
10339,13417,east,69666
10340,8957,east,57084
10341,13115,east,69054
10342,17024,east,77211
10343,16625,east,75475
10344,7998,east,55437
10345,1806,d3d,160252
10346,11751,east,66101
10347,14793,east,72424
10348,3107,d3d,163311
10349,9206,east,59477
10350,11034,east,64357
10351,12461,east,67410
10352,19180,east,81675
10353,4981,d3d,168931
10354,434,d3d,157246
10355,5681,d3d,170820
10356,17633,east,78916
10357,1924,d3d,160471
10358,16020,east,74606
